MRUN,PROM_NOTAS_ALU,NIVEL_CARRERA_2
10536779,5.2,Carreras T̩cnicas
21233796,5.3,Carreras T̩cnicas
21032651,6.0,Carreras T̩cnicas
12054443,5.6,Carreras T̩cnicas
21566637,5.8,Carreras T̩cnicas
5746796,5.7,Carreras T̩cnicas
17293855,5.7,Carreras T̩cnicas
12329513,5.8,Carreras T̩cnicas
2817583,5.6,Carreras T̩cnicas
24713681,5.6,Carreras T̩cnicas
11159836,6.4,Carreras T̩cnicas
607664,5.5,Carreras T̩cnicas
7118315,5.4,Carreras T̩cnicas
11722363,5.4,Carreras T̩cnicas
5313684,4.9,Carreras T̩cnicas
20801181,5.6,Carreras T̩cnicas
15129267,5.3,Carreras T̩cnicas
14061429,5.4,Carreras T̩cnicas
11925374,5.5,Carreras T̩cnicas
23370029,5.8,Carreras T̩cnicas
13425690,5.4,Carreras T̩cnicas
10857010,6.2,Carreras T̩cnicas
11823878,6.3,Carreras T̩cnicas
18449581,5.4,Carreras T̩cnicas
3064161,5.9,Carreras T̩cnicas
9039373,4.7,Carreras T̩cnicas
4232724,5.8,Carreras T̩cnicas
3064160,5.6,Carreras T̩cnicas
1489508,5.3,Carreras T̩cnicas
6931556,4.9,Carreras T̩cnicas
6196040,6.0,Carreras T̩cnicas
23718453,5.2,Carreras T̩cnicas
17510852,5.4,Carreras T̩cnicas
20715715,5.8,Carreras T̩cnicas
18044786,5.2,Carreras T̩cnicas
2400639,6.2,Carreras T̩cnicas
15015317,5.3,Carreras T̩cnicas
9674956,5.5,Carreras T̩cnicas
16082993,5.8,Carreras T̩cnicas
8072579,5.1,Carreras T̩cnicas
8606777,5.5,Carreras T̩cnicas
5503972,6.1,Carreras T̩cnicas
22176518,5.4,Carreras T̩cnicas
4552433,6.1,Carreras T̩cnicas
15233031,5.5,Carreras T̩cnicas
15895755,4.9,Carreras T̩cnicas
15795133,6.2,Carreras T̩cnicas
16329408,5.6,Carreras T̩cnicas
8954018,6.2,Carreras T̩cnicas
15997114,5.3,Carreras T̩cnicas
16964166,5.1,Carreras T̩cnicas
611006,5.3,Carreras T̩cnicas
21872605,5.2,Carreras T̩cnicas
14671135,5.1,Carreras T̩cnicas
17341149,5.4,Carreras T̩cnicas
9965227,5.4,Carreras T̩cnicas
20877422,5.3,Carreras T̩cnicas
684048,6.0,Carreras T̩cnicas
15204883,5.1,Carreras T̩cnicas
10414379,5.4,Carreras T̩cnicas
8177305,4.6,Carreras T̩cnicas
8379136,5.5,Carreras T̩cnicas
23131175,6.2,Carreras T̩cnicas
20995035,5.1,Carreras T̩cnicas
1970348,5.2,Carreras T̩cnicas
18525100,5.5,Carreras T̩cnicas
5507250,6.0,Carreras T̩cnicas
3371274,5.4,Carreras T̩cnicas
23765808,5.2,Carreras T̩cnicas
14281814,4.8,Carreras T̩cnicas
14383079,5.7,Carreras T̩cnicas
13213422,5.5,Carreras T̩cnicas
497070,5.9,Carreras T̩cnicas
15552294,6.8,Carreras T̩cnicas
8450960,5.8,Carreras T̩cnicas
4915204,5.2,Carreras T̩cnicas
3847526,5.6,Carreras T̩cnicas
4279678,5.6,Carreras T̩cnicas
6553,5.4,Carreras T̩cnicas
20200313,5.2,Carreras T̩cnicas
4813574,5.3,Carreras T̩cnicas
6849007,5.8,Carreras T̩cnicas
8928389,5.4,Carreras T̩cnicas
383284,6.0,Carreras T̩cnicas
6056754,5.6,Carreras T̩cnicas
5190257,5.1,Carreras T̩cnicas
7325985,5.7,Carreras T̩cnicas
7759289,6.2,Carreras T̩cnicas
17372071,5.3,Carreras T̩cnicas
15769567,5.6,Carreras T̩cnicas
15870132,5.6,Carreras T̩cnicas
2317879,5.9,Carreras T̩cnicas
8855922,5.8,Carreras T̩cnicas
22106994,6.1,Carreras T̩cnicas
19002413,4.8,Carreras T̩cnicas
744004,4.8,Carreras T̩cnicas
7787707,6.2,Carreras T̩cnicas
21572634,5.8,Carreras T̩cnicas
23174815,4.9,Carreras T̩cnicas
13027524,4.9,Carreras T̩cnicas
3415040,5.8,Carreras T̩cnicas
9923887,5.2,Carreras T̩cnicas
4684258,5.5,Carreras T̩cnicas
1163760,5.6,Carreras T̩cnicas
9074092,4.9,Carreras T̩cnicas
1439012,6.0,Carreras T̩cnicas
13822989,5.9,Carreras T̩cnicas
22166878,5.2,Carreras T̩cnicas
1872242,4.9,Carreras T̩cnicas
1539688,4.9,Carreras T̩cnicas
2941036,5.5,Carreras T̩cnicas
20564653,5.7,Carreras T̩cnicas
8309368,5.5,Carreras T̩cnicas
22194986,5.2,Carreras T̩cnicas
1467186,5.5,Carreras T̩cnicas
12481314,5.5,Carreras T̩cnicas
8944176,5.5,Carreras T̩cnicas
6173712,5.7,Carreras T̩cnicas
18673414,5.4,Carreras T̩cnicas
18876671,5.6,Carreras T̩cnicas
24116216,5.2,Carreras T̩cnicas
21547532,6.2,Carreras T̩cnicas
4485707,5.8,Carreras T̩cnicas
19770998,5.5,Carreras T̩cnicas
9826374,5.4,Carreras T̩cnicas
9032667,5.4,Carreras T̩cnicas
22384207,5.5,Carreras T̩cnicas
13838884,5.7,Carreras T̩cnicas
15772802,6.1,Carreras T̩cnicas
13203610,6.0,Carreras T̩cnicas
7430134,5.5,Carreras T̩cnicas
7329207,5.7,Carreras T̩cnicas
3377339,6.3,Carreras T̩cnicas
18228617,5.0,Carreras T̩cnicas
21433588,5.1,Carreras T̩cnicas
13956684,5.4,Carreras T̩cnicas
10954597,5.7,Carreras T̩cnicas
15053242,5.4,Carreras T̩cnicas
23496404,5.7,Carreras T̩cnicas
9178874,5.1,Carreras T̩cnicas
8312634,5.0,Carreras T̩cnicas
6710807,5.0,Carreras T̩cnicas
21996489,5.8,Carreras T̩cnicas
13985220,5.6,Carreras T̩cnicas
23496405,6.1,Carreras T̩cnicas
12224619,5.4,Carreras T̩cnicas
18199930,5.6,Carreras T̩cnicas
5816077,6.3,Carreras T̩cnicas
10723680,5.7,Carreras T̩cnicas
16597971,6.4,Carreras T̩cnicas
14259465,5.2,Carreras T̩cnicas
13393871,6.3,Carreras T̩cnicas
13928030,5.3,Carreras T̩cnicas
12802273,5.6,Carreras T̩cnicas
22848331,5.6,Carreras T̩cnicas
3088672,5.5,Carreras T̩cnicas
518449,5.5,Carreras T̩cnicas
7259660,5.5,Carreras T̩cnicas
6192243,5.5,Carreras T̩cnicas
10261968,5.9,Carreras T̩cnicas
4055826,5.9,Carreras T̩cnicas
15068561,6.0,Carreras T̩cnicas
4387186,5.0,Carreras T̩cnicas
16670587,5.8,Carreras T̩cnicas
6741831,5.6,Carreras T̩cnicas
13482340,5.3,Carreras T̩cnicas
15084520,5.4,Carreras T̩cnicas
16353814,6.4,Carreras T̩cnicas
24163363,5.2,Carreras T̩cnicas
16426224,5.8,Carreras T̩cnicas
4778564,5.4,Carreras T̩cnicas
16960364,5.7,Carreras T̩cnicas
5847268,5.4,Carreras T̩cnicas
16629346,4.9,Carreras T̩cnicas
11851927,5.2,Carreras T̩cnicas
21362979,5.3,Carreras T̩cnicas
3840980,5.2,Carreras T̩cnicas
1169789,5.9,Carreras T̩cnicas
16021898,5.0,Carreras T̩cnicas
10580455,5.3,Carreras T̩cnicas
15487974,5.5,Carreras T̩cnicas
11851928,4.9,Carreras T̩cnicas
20193749,4.9,Carreras T̩cnicas
320120,5.8,Carreras T̩cnicas
4693463,5.1,Carreras T̩cnicas
2557495,5.6,Carreras T̩cnicas
10033857,5.6,Carreras T̩cnicas
3091957,5.1,Carreras T̩cnicas
6195496,6.7,Carreras T̩cnicas
15273239,5.1,Carreras T̩cnicas
6729279,5.3,Carreras T̩cnicas
17843187,5.7,Carreras T̩cnicas
4059107,6.1,Carreras T̩cnicas
7162100,5.6,Carreras T̩cnicas
2890053,6.3,Carreras T̩cnicas
1922399,5.4,Carreras T̩cnicas
4434864,5.5,Carreras T̩cnicas
4333395,5.4,Carreras T̩cnicas
9270205,6.1,Carreras T̩cnicas
16111099,5.5,Carreras T̩cnicas
7464729,5.5,Carreras T̩cnicas
23486561,5.9,Carreras T̩cnicas
22418914,5.2,Carreras T̩cnicas
3395915,5.8,Carreras T̩cnicas
2327211,5.4,Carreras T̩cnicas
15043393,5.5,Carreras T̩cnicas
8201919,5.4,Carreras T̩cnicas
6498790,5.8,Carreras T̩cnicas
13975395,5.0,Carreras T̩cnicas
11406652,5.8,Carreras T̩cnicas
15475424,4.9,Carreras T̩cnicas
2658514,5.8,Carreras T̩cnicas
15043392,6.3,Carreras T̩cnicas
3714469,5.8,Carreras T̩cnicas
10122527,5.8,Carreras T̩cnicas
10656665,5.6,Carreras T̩cnicas
942494,6.0,Carreras T̩cnicas
9054785,4.8,Carreras T̩cnicas
15462757,5.0,Carreras T̩cnicas
5850576,5.3,Carreras T̩cnicas
5243750,6.4,Carreras T̩cnicas
16790816,5.8,Carreras T̩cnicas
4551915,5.7,Carreras T̩cnicas
13011675,4.7,Carreras T̩cnicas
22524035,5.2,Carreras T̩cnicas
21989976,5.3,Carreras T̩cnicas
10976354,5.4,Carreras T̩cnicas
4899307,5.6,Carreras T̩cnicas
14714614,5.1,Carreras T̩cnicas
16648736,6.6,Carreras T̩cnicas
12808896,5.4,Carreras T̩cnicas
18480550,5.4,Carreras T̩cnicas
3414509,5.2,Carreras T̩cnicas
6848461,5.6,Carreras T̩cnicas
7382122,6.0,Carreras T̩cnicas
17428003,5.4,Carreras T̩cnicas
6214059,6.1,Carreras T̩cnicas
18062738,5.7,Carreras T̩cnicas
22437479,4.9,Carreras T̩cnicas
17962006,6.3,Carreras T̩cnicas
8883636,5.9,Carreras T̩cnicas
6747853,4.9,Carreras T̩cnicas
5780560,5.6,Carreras T̩cnicas
18596615,5.5,Carreras T̩cnicas
10703939,5.9,Carreras T̩cnicas
2158495,5.9,Carreras T̩cnicas
12738589,6.2,Carreras T̩cnicas
22453443,5.5,Carreras T̩cnicas
21384982,5.1,Carreras T̩cnicas
11670749,5.0,Carreras T̩cnicas
5104706,5.4,Carreras T̩cnicas
6807643,5.6,Carreras T̩cnicas
12581393,6.6,Carreras T̩cnicas
6201532,6.1,Carreras T̩cnicas
2997244,5.9,Carreras T̩cnicas
5452456,5.3,Carreras T̩cnicas
23941046,5.5,Carreras T̩cnicas
16667303,4.8,Carreras T̩cnicas
7891130,5.8,Carreras T̩cnicas
19005014,5.9,Carreras T̩cnicas
6722707,5.3,Carreras T̩cnicas
9493572,5.6,Carreras T̩cnicas
13130718,5.1,Carreras T̩cnicas
8425288,6.3,Carreras T̩cnicas
12597064,6.0,Carreras T̩cnicas
5120440,5.3,Carreras T̩cnicas
17621145,6.4,Carreras T̩cnicas
2336521,5.3,Carreras T̩cnicas
11241666,5.7,Carreras T̩cnicas
8138394,5.1,Carreras T̩cnicas
8672552,6.3,Carreras T̩cnicas
18183481,5.9,Carreras T̩cnicas
2104942,5.7,Carreras T̩cnicas
18558937,5.2,Carreras T̩cnicas
15989997,5.8,Carreras T̩cnicas
14287308,5.7,Carreras T̩cnicas
11718521,5.7,Carreras T̩cnicas
10982366,5.8,Carreras T̩cnicas
4241496,5.6,Carreras T̩cnicas
17491239,5.3,Carreras T̩cnicas
3607130,6.6,Carreras T̩cnicas
16957101,5.4,Carreras T̩cnicas
18558938,5.6,Carreras T̩cnicas
18126369,6.3,Carreras T̩cnicas
3072889,5.8,Carreras T̩cnicas
4775324,6.4,Carreras T̩cnicas
9481188,6.4,Carreras T̩cnicas
13218949,5.2,Carreras T̩cnicas
17390579,6.4,Carreras T̩cnicas
22946070,6.1,Carreras T̩cnicas
8093869,5.3,Carreras T̩cnicas
22744185,5.4,Carreras T̩cnicas
20940170,6.0,Carreras T̩cnicas
3619453,6.1,Carreras T̩cnicas
20940171,5.5,Carreras T̩cnicas
17201355,6.3,Carreras T̩cnicas
12512249,5.9,Carreras T̩cnicas
21691583,6.0,Carreras T̩cnicas
24795126,5.7,Carreras T̩cnicas
17418686,4.9,Carreras T̩cnicas
18385910,5.5,Carreras T̩cnicas
17852286,5.8,Carreras T̩cnicas
20523211,5.8,Carreras T̩cnicas
18587249,5.6,Carreras T̩cnicas
13854205,5.9,Carreras T̩cnicas
16524196,5.6,Carreras T̩cnicas
21359569,5.6,Carreras T̩cnicas
13984592,5.1,Carreras T̩cnicas
22428095,5.9,Carreras T̩cnicas
23394399,5.4,Carreras T̩cnicas
15052606,5.7,Carreras T̩cnicas
1485605,5.1,Carreras T̩cnicas
22314197,5.4,Carreras T̩cnicas
22056102,5.9,Carreras T̩cnicas
24090246,5.2,Carreras T̩cnicas
12341570,6.0,Carreras T̩cnicas
9772230,6.1,Carreras T̩cnicas
23657691,5.7,Carreras T̩cnicas
17681449,5.5,Carreras T̩cnicas
15646578,6.0,Carreras T̩cnicas
20352312,5.5,Carreras T̩cnicas
10941414,5.6,Carreras T̩cnicas
14044899,6.0,Carreras T̩cnicas
18850918,6.5,Carreras T̩cnicas
11475709,6.6,Carreras T̩cnicas
13005027,5.6,Carreras T̩cnicas
4459920,5.9,Carreras T̩cnicas
2323843,6.1,Carreras T̩cnicas
10017917,6.9,Carreras T̩cnicas
7982932,5.1,Carreras T̩cnicas
19096434,4.9,Carreras T̩cnicas
4143877,6.4,Carreras T̩cnicas
14290406,6.3,Carreras T̩cnicas
19197889,5.0,Carreras T̩cnicas
24971499,5.2,Carreras T̩cnicas
5211995,5.3,Carreras T̩cnicas
7982931,6.2,Carreras T̩cnicas
2108066,5.5,Carreras T̩cnicas
4345889,5.6,Carreras T̩cnicas
12616053,5.3,Carreras T̩cnicas
8978379,5.3,Carreras T̩cnicas
6409722,5.2,Carreras T̩cnicas
21261409,4.7,Carreras T̩cnicas
16353695,5.1,Carreras T̩cnicas
4548542,5.1,Carreras T̩cnicas
17163391,5.7,Carreras T̩cnicas
11507233,5.0,Carreras T̩cnicas
4564357,5.7,Carreras T̩cnicas
16312968,5.1,Carreras T̩cnicas
7768435,6.1,Carreras T̩cnicas
21350265,5.3,Carreras T̩cnicas
15373774,5.3,Carreras T̩cnicas
16227569,5.7,Carreras T̩cnicas
3701250,5.3,Carreras T̩cnicas
17383911,5.5,Carreras T̩cnicas
2098252,5.8,Carreras T̩cnicas
14814474,5.9,Carreras T̩cnicas
17484523,5.0,Carreras T̩cnicas
4696068,5.3,Carreras T̩cnicas
5129636,5.9,Carreras T̩cnicas
17946163,5.8,Carreras T̩cnicas
12925628,4.9,Carreras T̩cnicas
8220423,6.0,Carreras T̩cnicas
24140734,6.3,Carreras T̩cnicas
9110734,5.2,Carreras T̩cnicas
1532007,5.5,Carreras T̩cnicas
3034117,6.7,Carreras T̩cnicas
17986381,5.6,Carreras T̩cnicas
3135021,5.2,Carreras T̩cnicas
13714322,6.7,Carreras T̩cnicas
14451174,4.8,Carreras T̩cnicas
23327417,5.3,Carreras T̩cnicas
11247051,5.9,Carreras T̩cnicas
13916952,5.4,Carreras T̩cnicas
10611072,5.6,Carreras T̩cnicas
19807716,5.2,Carreras T̩cnicas
22275425,5.6,Carreras T̩cnicas
20875660,5.1,Carreras T̩cnicas
479492,5.8,Carreras T̩cnicas
14899299,5.6,Carreras T̩cnicas
23343184,6.6,Carreras T̩cnicas
11262924,6.1,Carreras T̩cnicas
14641120,5.1,Carreras T̩cnicas
22752916,5.8,Carreras T̩cnicas
11537718,5.1,Carreras T̩cnicas
2357806,4.5,Carreras T̩cnicas
6298298,6.0,Carreras T̩cnicas
4190189,5.1,Carreras T̩cnicas
10165848,5.2,Carreras T̩cnicas
552263,5.4,Carreras T̩cnicas
8665364,6.1,Carreras T̩cnicas
17108410,5.9,Carreras T̩cnicas
7928265,6.1,Carreras T̩cnicas
19244658,5.3,Carreras T̩cnicas
5375439,5.4,Carreras T̩cnicas
20964924,5.0,Carreras T̩cnicas
19158891,6.4,Carreras T̩cnicas
8045511,5.2,Carreras T̩cnicas
16055894,5.9,Carreras T̩cnicas
15696186,6.2,Carreras T̩cnicas
8421497,5.2,Carreras T̩cnicas
21571434,4.5,Carreras T̩cnicas
17933238,5.3,Carreras T̩cnicas
10990963,6.3,Carreras T̩cnicas
511253,5.4,Carreras T̩cnicas
17326901,5.4,Carreras T̩cnicas
7814810,5.5,Carreras T̩cnicas
22668269,5.0,Carreras T̩cnicas
19130285,5.5,Carreras T̩cnicas
21065754,5.0,Carreras T̩cnicas
8248344,5.0,Carreras T̩cnicas
6213392,6.2,Carreras T̩cnicas
1406310,5.5,Carreras T̩cnicas
19463388,5.4,Carreras T̩cnicas
9518047,5.8,Carreras T̩cnicas
5245792,5.6,Carreras T̩cnicas
24904382,5.4,Carreras T̩cnicas
4395837,6.0,Carreras T̩cnicas
8032908,6.1,Carreras T̩cnicas
7701400,5.8,Carreras T̩cnicas
5565749,5.7,Carreras T̩cnicas
10270636,5.0,Carreras T̩cnicas
22121600,4.9,Carreras T̩cnicas
15639450,5.7,Carreras T̩cnicas
12969447,4.9,Carreras T̩cnicas
2822468,5.7,Carreras T̩cnicas
2720843,5.5,Carreras T̩cnicas
9231231,5.5,Carreras T̩cnicas
6993281,5.6,Carreras T̩cnicas
11468616,6.0,Carreras T̩cnicas
20878985,5.7,Carreras T̩cnicas
3255198,6.4,Carreras T̩cnicas
1117995,6.9,Carreras T̩cnicas
21687761,5.7,Carreras T̩cnicas
4698826,4.9,Carreras T̩cnicas
10573296,6.1,Carreras T̩cnicas
9505547,5.3,Carreras T̩cnicas
12709575,4.8,Carreras T̩cnicas
672534,5.6,Carreras T̩cnicas
15092537,6.2,Carreras T̩cnicas
17661153,5.5,Carreras T̩cnicas
4309791,5.4,Carreras T̩cnicas
13923009,5.2,Carreras T̩cnicas
18397369,6.4,Carreras T̩cnicas
23462818,5.4,Carreras T̩cnicas
4439660,5.6,Carreras T̩cnicas
10213074,5.1,Carreras T̩cnicas
18324992,5.2,Carreras T̩cnicas
166938,6.6,Carreras T̩cnicas
15120988,5.6,Carreras T̩cnicas
10155930,6.0,Carreras T̩cnicas
21168935,5.1,Carreras T̩cnicas
8351715,5.3,Carreras T̩cnicas
15394499,6.5,Carreras T̩cnicas
24922920,5.9,Carreras T̩cnicas
9638105,6.5,Carreras T̩cnicas
5264370,6.1,Carreras T̩cnicas
12842284,5.8,Carreras T̩cnicas
15843333,6.0,Carreras T̩cnicas
21819874,5.6,Carreras T̩cnicas
2695111,4.9,Carreras T̩cnicas
22888098,6.4,Carreras T̩cnicas
6231841,5.7,Carreras T̩cnicas
16811327,5.3,Carreras T̩cnicas
10402721,4.7,Carreras T̩cnicas
20449538,5.3,Carreras T̩cnicas
14574587,4.9,Carreras T̩cnicas
12438620,5.6,Carreras T̩cnicas
3994625,4.9,Carreras T̩cnicas
9335016,5.1,Carreras T̩cnicas
5062531,5.7,Carreras T̩cnicas
19279250,5.7,Carreras T̩cnicas
8165677,5.6,Carreras T̩cnicas
17677045,5.1,Carreras T̩cnicas
22500237,6.0,Carreras T̩cnicas
8181605,5.8,Carreras T̩cnicas
3577652,5.4,Carreras T̩cnicas
17794671,5.7,Carreras T̩cnicas
13522202,5.6,Carreras T̩cnicas
6247730,5.0,Carreras T̩cnicas
15758681,5.2,Carreras T̩cnicas
14590495,5.8,Carreras T̩cnicas
2682412,4.9,Carreras T̩cnicas
9091517,5.9,Carreras T̩cnicas
5454507,5.1,Carreras T̩cnicas
10057743,5.1,Carreras T̩cnicas
7056386,5.3,Carreras T̩cnicas
13363575,5.7,Carreras T̩cnicas
18271301,5.6,Carreras T̩cnicas
21734484,6.0,Carreras T̩cnicas
6983429,5.6,Carreras T̩cnicas
5267701,5.5,Carreras T̩cnicas
5801828,5.9,Carreras T̩cnicas
8904819,5.9,Carreras T̩cnicas
24391929,5.6,Carreras T̩cnicas
793146,6.1,Carreras T̩cnicas
3565126,5.2,Carreras T̩cnicas
15054810,4.9,Carreras T̩cnicas
15588508,6.1,Carreras T̩cnicas
2237021,5.6,Carreras T̩cnicas
14419275,5.3,Carreras T̩cnicas
3334340,5.8,Carreras T̩cnicas
3232823,5.7,Carreras T̩cnicas
2163911,6.1,Carreras T̩cnicas
14447883,5.2,Carreras T̩cnicas
6437286,5.9,Carreras T̩cnicas
17219504,5.3,Carreras T̩cnicas
14447884,5.5,Carreras T̩cnicas
16368341,6.1,Carreras T̩cnicas
13265137,5.4,Carreras T̩cnicas
20541039,5.4,Carreras T̩cnicas
7924898,5.5,Carreras T̩cnicas
7953351,5.7,Carreras T̩cnicas
6150105,5.3,Carreras T̩cnicas
19168288,5.3,Carreras T̩cnicas
10956071,5.1,Carreras T̩cnicas
15761883,5.0,Carreras T̩cnicas
14694403,5.8,Carreras T̩cnicas
6351852,5.6,Carreras T̩cnicas
3580870,5.3,Carreras T̩cnicas
21405824,4.8,Carreras T̩cnicas
22041838,5.7,Carreras T̩cnicas
3883619,5.8,Carreras T̩cnicas
1746594,5.5,Carreras T̩cnicas
18099416,5.6,Carreras T̩cnicas
14997067,5.3,Carreras T̩cnicas
11894595,5.7,Carreras T̩cnicas
7621485,5.0,Carreras T̩cnicas
2831308,5.8,Carreras T̩cnicas
6569854,5.2,Carreras T̩cnicas
12011384,5.3,Carreras T̩cnicas
22490304,5.7,Carreras T̩cnicas
19285347,5.6,Carreras T̩cnicas
5602882,5.0,Carreras T̩cnicas
19921560,5.7,Carreras T̩cnicas
5731901,5.2,Carreras T̩cnicas
7232804,6.2,Carreras T̩cnicas
16513270,5.1,Carreras T̩cnicas
14377482,5.5,Carreras T̩cnicas
19616728,6.4,Carreras T̩cnicas
3696877,5.0,Carreras T̩cnicas
13843250,5.3,Carreras T̩cnicas
5314678,5.2,Carreras T̩cnicas
17395371,5.3,Carreras T̩cnicas
18997427,5.1,Carreras T̩cnicas
10654881,5.9,Carreras T̩cnicas
24338196,5.3,Carreras T̩cnicas
13657181,5.7,Carreras T̩cnicas
507385,5.7,Carreras T̩cnicas
24338195,5.7,Carreras T̩cnicas
608686,5.2,Carreras T̩cnicas
10019579,5.8,Carreras T̩cnicas
13066529,5.5,Carreras T̩cnicas
9227370,6.0,Carreras T̩cnicas
5691116,6.1,Carreras T̩cnicas
10396225,5.7,Carreras T̩cnicas
11998819,5.3,Carreras T̩cnicas
1952242,6.1,Carreras T̩cnicas
11593840,5.6,Carreras T̩cnicas
2081375,4.9,Carreras T̩cnicas
20773645,5.1,Carreras T̩cnicas
8591747,5.1,Carreras T̩cnicas
1648232,5.7,Carreras T̩cnicas
11059624,5.5,Carreras T̩cnicas
23358486,5.2,Carreras T̩cnicas
23027466,5.8,Carreras T̩cnicas
19823282,5.5,Carreras T̩cnicas
5403553,5.5,Carreras T̩cnicas
19085532,5.8,Carreras T̩cnicas
21959587,5.4,Carreras T̩cnicas
17759641,6.1,Carreras T̩cnicas
1939743,6.2,Carreras T̩cnicas
19361807,5.4,Carreras T̩cnicas
5245262,5.9,Carreras T̩cnicas
7179500,5.7,Carreras T̩cnicas
24702233,5.1,Carreras T̩cnicas
10383786,5.4,Carreras T̩cnicas
23301805,5.3,Carreras T̩cnicas
14756875,5.4,Carreras T̩cnicas
15623078,5.3,Carreras T̩cnicas
16792366,6.0,Carreras T̩cnicas
18855862,5.4,Carreras T̩cnicas
15752169,5.7,Carreras T̩cnicas
6039140,6.1,Carreras T̩cnicas
4436402,6.1,Carreras T̩cnicas
18422385,5.9,Carreras T̩cnicas
16386918,5.4,Carreras T̩cnicas
17989097,5.5,Carreras T̩cnicas
22595156,5.3,Carreras T̩cnicas
6674308,6.0,Carreras T̩cnicas
2401649,5.4,Carreras T̩cnicas
20446281,4.9,Carreras T̩cnicas
12333856,6.1,Carreras T̩cnicas
11265727,5.6,Carreras T̩cnicas
2821927,5.2,Carreras T̩cnicas
22509527,5.4,Carreras T̩cnicas
11294373,4.8,Carreras T̩cnicas
14930645,5.5,Carreras T̩cnicas
8623653,5.6,Carreras T̩cnicas
11828226,5.6,Carreras T̩cnicas
2748935,4.9,Carreras T̩cnicas
23475454,5.8,Carreras T̩cnicas
5520800,5.7,Carreras T̩cnicas
3125114,5.4,Carreras T̩cnicas
12737414,5.9,Carreras T̩cnicas
19291426,6.0,Carreras T̩cnicas
9246019,5.1,Carreras T̩cnicas
14052584,4.9,Carreras T̩cnicas
18582345,6.3,Carreras T̩cnicas
13979719,5.3,Carreras T̩cnicas
19651210,5.2,Carreras T̩cnicas
1797124,5.8,Carreras T̩cnicas
2764307,4.9,Carreras T̩cnicas
8537446,5.2,Carreras T̩cnicas
17616092,5.0,Carreras T̩cnicas
8639046,5.4,Carreras T̩cnicas
9173341,5.7,Carreras T̩cnicas
12551393,5.3,Carreras T̩cnicas
6677011,5.2,Carreras T̩cnicas
8480512,5.0,Carreras T̩cnicas
21630257,5.0,Carreras T̩cnicas
6243885,6.7,Carreras T̩cnicas
801865,5.2,Carreras T̩cnicas
2071606,4.6,Carreras T̩cnicas
22265126,5.7,Carreras T̩cnicas
6143117,5.7,Carreras T̩cnicas
24834319,5.0,Carreras T̩cnicas
11700849,5.4,Carreras T̩cnicas
8929394,5.6,Carreras T̩cnicas
7962132,5.3,Carreras T̩cnicas
18975114,5.2,Carreras T̩cnicas
19509572,4.9,Carreras T̩cnicas
10964808,6.3,Carreras T̩cnicas
13201405,5.7,Carreras T̩cnicas
283500,5.6,Carreras T̩cnicas
